"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
293,"2020-12-04 13:19:45.4960","2020-12-04 13:24:38.5370",3213,"Van Vorst Park",40.71848892,-74.047726625,3681,"Grand St",40.71517767732029,-74.03768330812454,42596,"Subscriber",1979,1
373,"2020-12-04 13:20:34.7280","2020-12-04 13:26:48.6190",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3638,"Washington St",40.7242941,-74.0354826,39147,"Customer",1969,0
510,"2020-12-04 13:20:40.9020","2020-12-04 13:29:11.3050",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,39533,"Subscriber",1968,2
1234,"2020-12-04 13:23:21.1320","2020-12-04 13:43:55.9780",3483,"Montgomery St",40.71942,-74.05099,3483,"Montgomery St",40.71942,-74.05099,46395,"Subscriber",1972,2
1283,"2020-12-04 13:23:30.8960","2020-12-04 13:44:54.5550",3280,"Astor Place",40.71928220070702,-74.07126188278198,3210,"Pershing Field",40.742677141,-74.051788633,42496,"Subscriber",1953,2
526,"2020-12-04 13:24:19.7720","2020-12-04 13:33:05.8050",3280,"Astor Place",40.71928220070702,-74.07126188278198,3640,"Journal Square",40.73367,-74.0625,41618,"Subscriber",1976,1
709,"2020-12-04 13:24:41.2630","2020-12-04 13:36:30.6860",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,45683,"Subscriber",1980,1
1069,"2020-12-04 13:31:26.1380","2020-12-04 13:49:16.0280",3206,"Hilltop",40.7311689,-74.0575736,3191,"Union St",40.7182113,-74.0836394,43558,"Subscriber",1968,1
383,"2020-12-04 13:35:03.7620","2020-12-04 13:41:27.2080",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3681,"Grand St",40.71517767732029,-74.03768330812454,48911,"Subscriber",1978,1
363,"2020-12-04 13:36:03.3050","2020-12-04 13:42:06.4950",3212,"Christ Hospital",40.734785818,-74.050443636,3210,"Pershing Field",40.742677141,-74.051788633,45150,"Subscriber",1950,1
519,"2020-12-04 13:36:13.2920","2020-12-04 13:44:52.3050",3210,"Pershing Field",40.742677141,-74.051788633,3220,"5 Corners Library",40.734961020009514,-74.0595030784607,15687,"Subscriber",1994,1
225,"2020-12-04 13:37:39.2890","2020-12-04 13:41:25.2290",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3203,"Hamilton Park",40.727595966,-74.044247311,42354,"Customer",1969,0
242,"2020-12-04 13:40:04.8600","2020-12-04 13:44:07.1960",3681,"Grand St",40.71517767732029,-74.03768330812454,3213,"Van Vorst Park",40.71848892,-74.047726625,42596,"Subscriber",1979,1
600,"2020-12-04 13:41:08.6190","2020-12-04 13:51:09.1020",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,44703,"Subscriber",1987,1
487,"2020-12-04 13:43:30.3500","2020-12-04 13:51:37.5460",3481,"York St",40.71649,-74.04105,3199,"Newport Pkwy",40.7287448,-74.0321082,45340,"Subscriber",1989,1
702,"2020-12-04 13:47:53.8650","2020-12-04 13:59:36.2520",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3638,"Washington St",40.7242941,-74.0354826,42379,"Customer",1969,0
201,"2020-12-04 13:48:19.8180","2020-12-04 13:51:41.5480",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3481,"York St",40.71649,-74.04105,47256,"Subscriber",1980,2
800,"2020-12-04 13:49:28.8390","2020-12-04 14:02:49.6760",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3192,"Liberty Light Rail",40.7112423,-74.0557013,45256,"Subscriber",1992,1
738,"2020-12-04 13:50:55.2970","2020-12-04 14:03:13.6230",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3192,"Liberty Light Rail",40.7112423,-74.0557013,42838,"Subscriber",1992,2
580,"2020-12-04 13:52:04.2210","2020-12-04 14:01:45.0400",3280,"Astor Place",40.71928220070702,-74.07126188278198,3483,"Montgomery St",40.71942,-74.05099,48742,"Subscriber",1960,1
429,"2020-12-04 13:52:20.8300","2020-12-04 13:59:29.8650",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3202,"Newport PATH",40.7272235,-74.0337589,48740,"Subscriber",1980,1
745,"2020-12-04 13:52:38.0100","2020-12-04 14:05:03.6550",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3206,"Hilltop",40.7311689,-74.0575736,42580,"Subscriber",1981,1
124,"2020-12-04 13:54:20.6980","2020-12-04 13:56:25.1160",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,44787,"Subscriber",1987,2
598,"2020-12-04 13:57:26.8690","2020-12-04 14:07:25.8320",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,42342,"Subscriber",1986,1
103,"2020-12-04 13:59:05.9130","2020-12-04 14:00:49.5630",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3681,"Grand St",40.71517767732029,-74.03768330812454,44235,"Subscriber",1961,1
186,"2020-12-04 13:59:24.8100","2020-12-04 14:02:30.9700",3187,"Warren St",40.7211236,-74.03805095,3202,"Newport PATH",40.7272235,-74.0337589,42147,"Subscriber",1972,1
478,"2020-12-04 14:02:33.3150","2020-12-04 14:10:31.6300",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3195,"Sip Ave",40.73089709786179,-74.06391263008118,45278,"Subscriber",1980,1
1007,"2020-12-04 14:03:02.8640","2020-12-04 14:19:50.2860",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,42150,"Subscriber",1990,1
618,"2020-12-04 14:04:26.4410","2020-12-04 14:14:44.7940",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42155,"Customer",1998,1
670,"2020-12-04 14:04:47.6440","2020-12-04 14:15:57.9480",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3202,"Newport PATH",40.7272235,-74.0337589,45352,"Subscriber",1986,1
1241,"2020-12-04 14:05:13.6930","2020-12-04 14:25:55.2940",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3202,"Newport PATH",40.7272235,-74.0337589,16782,"Subscriber",1990,2
512,"2020-12-04 14:06:06.1290","2020-12-04 14:14:38.1550",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3185,"City Hall",40.7177325,-74.043845,42293,"Subscriber",1991,1
985,"2020-12-04 14:06:31.3690","2020-12-04 14:22:56.9240",3483,"Montgomery St",40.71942,-74.05099,3202,"Newport PATH",40.7272235,-74.0337589,46395,"Customer",1969,0
615,"2020-12-04 14:10:35.7840","2020-12-04 14:20:51.1590",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3267,"Morris Canal",40.7124188237569,-74.03852552175522,44703,"Subscriber",1987,1
426,"2020-12-04 14:10:41.5690","2020-12-04 14:17:48.3730",3214,"Essex Light Rail",40.7127742,-74.0364857,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,48913,"Subscriber",1991,2
700,"2020-12-04 14:15:17.5050","2020-12-04 14:26:57.7220",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,28025,"Subscriber",1980,1
355,"2020-12-04 14:15:34.0440","2020-12-04 14:21:29.4150",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,30360,"Subscriber",1992,2
329,"2020-12-04 14:16:04.6330","2020-12-04 14:21:33.9480",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,47252,"Subscriber",1992,1
707,"2020-12-04 14:21:28.9810","2020-12-04 14:33:16.1380",3483,"Montgomery St",40.71942,-74.05099,3280,"Astor Place",40.71928220070702,-74.07126188278198,48742,"Subscriber",1960,1
615,"2020-12-04 14:25:46.9400","2020-12-04 14:36:02.9150",3206,"Hilltop",40.7311689,-74.0575736,3185,"City Hall",40.7177325,-74.043845,42575,"Customer",1969,0
586,"2020-12-04 14:26:13.5040","2020-12-04 14:35:59.7920",3206,"Hilltop",40.7311689,-74.0575736,3185,"City Hall",40.7177325,-74.043845,30680,"Customer",1969,0
567,"2020-12-04 14:27:09.5030","2020-12-04 14:36:36.6340",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3187,"Warren St",40.7211236,-74.03805095,33008,"Subscriber",1970,1
506,"2020-12-04 14:27:11.4870","2020-12-04 14:35:37.5230",3202,"Newport PATH",40.7272235,-74.0337589,3681,"Grand St",40.71517767732029,-74.03768330812454,33887,"Subscriber",1956,1
599,"2020-12-04 14:28:27.7870","2020-12-04 14:38:27.6550",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,17322,"Customer",1993,2
1850,"2020-12-04 14:30:47.1930","2020-12-04 15:01:37.6480",3639,"Harborside",40.7192517,-74.034234,3187,"Warren St",40.7211236,-74.03805095,44774,"Subscriber",1982,1
779,"2020-12-04 14:32:26.7210","2020-12-04 14:45:26.3310",3199,"Newport Pkwy",40.7287448,-74.0321082,3209,"Brunswick St",40.7241765,-74.0506564,45364,"Subscriber",1963,1
275,"2020-12-04 14:34:21.6880","2020-12-04 14:38:57.3230",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42186,"Subscriber",1988,1
1358,"2020-12-04 14:40:05.0290","2020-12-04 15:02:43.1610",3210,"Pershing Field",40.742677141,-74.051788633,3639,"Harborside",40.7192517,-74.034234,42496,"Subscriber",1991,1
555,"2020-12-04 14:42:12.3880","2020-12-04 14:51:28.0700",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3681,"Grand St",40.71517767732029,-74.03768330812454,44401,"Subscriber",1984,1
1149,"2020-12-04 14:45:48.8210","2020-12-04 15:04:58.0050",3694,"Jackson Square",40.71113,-74.0789,3679,"Bergen Ave",40.722103786686034,-74.07145500183105,26139,"Subscriber",1996,1
650,"2020-12-04 14:46:01.5000","2020-12-04 14:56:52.4700",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3481,"York St",40.71649,-74.04105,46529,"Subscriber",2001,1
536,"2020-12-04 14:59:28.9440","2020-12-04 15:08:25.8360",3206,"Hilltop",40.7311689,-74.0575736,3201,"Dey St",40.737711,-74.066921,42580,"Subscriber",1963,1
233,"2020-12-04 15:05:47.6660","2020-12-04 15:09:41.1540",3203,"Hamilton Park",40.727595966,-74.044247311,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,47029,"Subscriber",1982,2
608,"2020-12-04 15:09:54.3700","2020-12-04 15:20:03.2460",3199,"Newport Pkwy",40.7287448,-74.0321082,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,45340,"Subscriber",1989,1
223,"2020-12-04 15:17:35.5390","2020-12-04 15:21:19.1930",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42151,"Subscriber",1971,1
890,"2020-12-04 15:21:40.4940","2020-12-04 15:36:30.6510",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3203,"Hamilton Park",40.727595966,-74.044247311,40306,"Subscriber",1959,1
300,"2020-12-04 15:22:13.8580","2020-12-04 15:27:13.9980",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,44703,"Subscriber",1968,2
469,"2020-12-04 15:28:35.3350","2020-12-04 15:36:25.1850",3639,"Harborside",40.7192517,-74.034234,3199,"Newport Pkwy",40.7287448,-74.0321082,42496,"Subscriber",1991,1
4661,"2020-12-04 15:34:23.6060","2020-12-04 16:52:05.5740",3210,"Pershing Field",40.742677141,-74.051788633,3194,"McGinley Square",40.7253399253558,-74.06762212514877,45150,"Customer",1954,2
142,"2020-12-04 15:35:39.8350","2020-12-04 15:38:02.1010",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3681,"Grand St",40.71517767732029,-74.03768330812454,45281,"Subscriber",1991,1
326,"2020-12-04 15:36:07.2390","2020-12-04 15:41:34.1260",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42352,"Subscriber",2000,1
567,"2020-12-04 15:36:25.8480","2020-12-04 15:45:53.2050",3187,"Warren St",40.7211236,-74.03805095,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,44400,"Subscriber",1952,1
1596,"2020-12-04 15:36:57.1930","2020-12-04 16:03:33.2100",3185,"City Hall",40.7177325,-74.043845,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42293,"Subscriber",1982,2
1833,"2020-12-04 15:37:04.1930","2020-12-04 16:07:37.5500",3203,"Hamilton Park",40.727595966,-74.044247311,3203,"Hamilton Park",40.727595966,-74.044247311,40306,"Subscriber",1959,1
566,"2020-12-04 15:42:17.1100","2020-12-04 15:51:43.1880",3184,"Paulus Hook",40.7141454,-74.0335519,3203,"Hamilton Park",40.727595966,-74.044247311,42634,"Subscriber",1969,1
1653,"2020-12-04 15:44:41.4530","2020-12-04 16:12:14.6130",3192,"Liberty Light Rail",40.7112423,-74.0557013,3201,"Dey St",40.737711,-74.066921,42316,"Customer",1969,0
428,"2020-12-04 15:49:25.1850","2020-12-04 15:56:33.4000",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,39533,"Subscriber",1968,2
1747,"2020-12-04 15:55:04.5090","2020-12-04 16:24:12.2950",3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,3280,"Astor Place",40.71928220070702,-74.07126188278198,42422,"Subscriber",1953,2
514,"2020-12-04 15:56:47.1740","2020-12-04 16:05:22.1640",3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,3185,"City Hall",40.7177325,-74.043845,44345,"Subscriber",1986,1
640,"2020-12-04 15:58:36.3610","2020-12-04 16:09:17.1180",3203,"Hamilton Park",40.727595966,-74.044247311,3681,"Grand St",40.71517767732029,-74.03768330812454,48753,"Subscriber",1985,1
461,"2020-12-04 15:58:37.4780","2020-12-04 16:06:19.2770",3203,"Hamilton Park",40.727595966,-74.044247311,3185,"City Hall",40.7177325,-74.043845,25176,"Subscriber",1953,2
478,"2020-12-04 16:01:14.4940","2020-12-04 16:09:13.2650",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3202,"Newport PATH",40.7272235,-74.0337589,42151,"Subscriber",1988,1
1549,"2020-12-04 16:02:27.1150","2020-12-04 16:28:17.0630",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,45340,"Subscriber",1968,1
78,"2020-12-04 16:05:40.6730","2020-12-04 16:06:58.7190",3185,"City Hall",40.7177325,-74.043845,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,44345,"Subscriber",1986,1
1205,"2020-12-04 16:08:15.5630","2020-12-04 16:28:20.8540",3203,"Hamilton Park",40.727595966,-74.044247311,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,40306,"Subscriber",1959,1
773,"2020-12-04 16:11:40.6140","2020-12-04 16:24:34.5480",3206,"Hilltop",40.7311689,-74.0575736,3639,"Harborside",40.7192517,-74.034234,42331,"Customer",1992,1
1286,"2020-12-04 16:11:43.6550","2020-12-04 16:33:10.6490",3639,"Harborside",40.7192517,-74.034234,3196,"Riverview Park",40.7443187,-74.0439909,32586,"Subscriber",1991,1
1932,"2020-12-04 16:26:30.2790","2020-12-04 16:58:42.2820",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,46538,"Subscriber",1987,2
289,"2020-12-04 16:27:11.8420","2020-12-04 16:32:01.6240",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3202,"Newport PATH",40.7272235,-74.0337589,42759,"Subscriber",1991,1
1839,"2020-12-04 16:27:53.0810","2020-12-04 16:58:32.2730",3187,"Warren St",40.7211236,-74.03805095,3187,"Warren St",40.7211236,-74.03805095,33008,"Customer",1969,0
2973,"2020-12-04 16:28:59.0370","2020-12-04 17:18:32.5130",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,45340,"Subscriber",1968,1
763,"2020-12-04 16:30:21.7850","2020-12-04 16:43:05.0630",3640,"Journal Square",40.73367,-74.0625,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,41618,"Customer",1998,1
281,"2020-12-04 16:40:55.5380","2020-12-04 16:45:37.2890",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,40958,"Subscriber",1992,1
348,"2020-12-04 16:41:31.1110","2020-12-04 16:47:19.6580",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,44345,"Subscriber",1992,2
582,"2020-12-04 16:54:53.7840","2020-12-04 17:04:36.4800",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3206,"Hilltop",40.7311689,-74.0575736,40306,"Customer",1976,1
250,"2020-12-04 16:57:05.0770","2020-12-04 17:01:15.6180",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3213,"Van Vorst Park",40.71848892,-74.047726625,40885,"Subscriber",1986,1
342,"2020-12-04 17:05:22.6030","2020-12-04 17:11:05.3420",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3213,"Van Vorst Park",40.71848892,-74.047726625,42542,"Subscriber",1987,1
288,"2020-12-04 17:06:47.0450","2020-12-04 17:11:35.8740",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3267,"Morris Canal",40.7124188237569,-74.03852552175522,39920,"Subscriber",1967,1
879,"2020-12-04 17:07:55.1910","2020-12-04 17:22:34.7340",3206,"Hilltop",40.7311689,-74.0575736,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42611,"Customer",1976,1
520,"2020-12-04 17:08:13.3110","2020-12-04 17:16:53.4670",3199,"Newport Pkwy",40.7287448,-74.0321082,3481,"York St",40.71649,-74.04105,45656,"Subscriber",1980,1
344,"2020-12-04 17:08:59.0000","2020-12-04 17:14:43.0780",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3195,"Sip Ave",40.73089709786179,-74.06391263008118,19825,"Subscriber",1989,2
255,"2020-12-04 17:14:41.8890","2020-12-04 17:18:57.7410",3184,"Paulus Hook",40.7141454,-74.0335519,3481,"York St",40.71649,-74.04105,45822,"Subscriber",1985,1
4449,"2020-12-04 17:18:45.1380","2020-12-04 18:32:54.8240",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,45340,"Subscriber",1968,1
405,"2020-12-04 17:24:12.4330","2020-12-04 17:30:57.5720",3681,"Grand St",40.71517767732029,-74.03768330812454,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,45281,"Subscriber",1985,1
509,"2020-12-04 17:26:52.1260","2020-12-04 17:35:21.8610",3639,"Harborside",40.7192517,-74.034234,3192,"Liberty Light Rail",40.7112423,-74.0557013,44380,"Subscriber",1972,1
396,"2020-12-04 17:32:05.6730","2020-12-04 17:38:42.5580",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3267,"Morris Canal",40.7124188237569,-74.03852552175522,45277,"Subscriber",1968,2
324,"2020-12-04 17:38:22.2090","2020-12-04 17:43:46.4820",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3187,"Warren St",40.7211236,-74.03805095,45281,"Customer",1976,1
400,"2020-12-04 17:45:19.4570","2020-12-04 17:52:00.4250",3211,"Newark Ave",40.72152515,-74.046304543,3203,"Hamilton Park",40.727595966,-74.044247311,40318,"Subscriber",1985,1
2073,"2020-12-04 17:48:11.3490","2020-12-04 18:22:44.6750",3694,"Jackson Square",40.71113,-74.0789,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,27485,"Subscriber",1972,1
636,"2020-12-04 17:52:16.4210","2020-12-04 18:02:52.7410",3202,"Newport PATH",40.7272235,-74.0337589,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42151,"Subscriber",1988,1
609,"2020-12-04 17:53:34.2740","2020-12-04 18:03:43.7340",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3203,"Hamilton Park",40.727595966,-74.044247311,44319,"Subscriber",1966,1
271,"2020-12-04 17:55:03.8550","2020-12-04 17:59:35.4430",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3202,"Newport PATH",40.7272235,-74.0337589,43693,"Subscriber",1988,1
12800,"2020-12-04 17:57:25.6330","2020-12-04 21:30:46.2920",3220,"5 Corners Library",40.734961020009514,-74.0595030784607,3209,"Brunswick St",40.7241765,-74.0506564,38937,"Subscriber",1987,1
588,"2020-12-04 17:58:57.8410","2020-12-04 18:08:46.3320",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3483,"Montgomery St",40.71942,-74.05099,44387,"Customer",1999,2
1032,"2020-12-04 17:59:52.5760","2020-12-04 18:17:04.8370",3214,"Essex Light Rail",40.7127742,-74.0364857,3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,42382,"Subscriber",1991,1
408,"2020-12-04 18:01:49.5840","2020-12-04 18:08:37.7610",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3483,"Montgomery St",40.71942,-74.05099,48910,"Subscriber",1996,2
167,"2020-12-04 18:04:07.1480","2020-12-04 18:06:54.6260",3185,"City Hall",40.7177325,-74.043845,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,34038,"Subscriber",1989,1
575,"2020-12-04 18:12:58.9930","2020-12-04 18:22:34.5650",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3192,"Liberty Light Rail",40.7112423,-74.0557013,42611,"Subscriber",1973,1
1411,"2020-12-04 18:24:11.5310","2020-12-04 18:47:43.3740",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,42251,"Customer",1991,1
397,"2020-12-04 18:29:20.0490","2020-12-04 18:35:57.4170",3187,"Warren St",40.7211236,-74.03805095,3202,"Newport PATH",40.7272235,-74.0337589,42159,"Subscriber",1994,2
544,"2020-12-04 18:32:01.9580","2020-12-04 18:41:06.1530",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,40549,"Subscriber",1994,1
137,"2020-12-04 18:32:27.7990","2020-12-04 18:34:44.8970",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3185,"City Hall",40.7177325,-74.043845,34038,"Subscriber",1989,1
249,"2020-12-04 18:41:35.4300","2020-12-04 18:45:44.6910",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,42117,"Subscriber",1987,1
673,"2020-12-04 18:52:36.0450","2020-12-04 19:03:49.8280",3214,"Essex Light Rail",40.7127742,-74.0364857,3214,"Essex Light Rail",40.7127742,-74.0364857,31244,"Subscriber",1977,1
818,"2020-12-04 18:58:30.8970","2020-12-04 19:12:09.3070",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,31092,"Customer",1969,0
199,"2020-12-04 18:59:21.4940","2020-12-04 19:02:41.3030",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42014,"Subscriber",1989,1
137,"2020-12-04 18:59:26.7330","2020-12-04 19:01:44.2630",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,32779,"Subscriber",1956,2
262,"2020-12-04 19:03:33.4370","2020-12-04 19:07:55.9900",3187,"Warren St",40.7211236,-74.03805095,3202,"Newport PATH",40.7272235,-74.0337589,45281,"Customer",1976,1
1295,"2020-12-04 19:04:38.7650","2020-12-04 19:26:14.6020",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3199,"Newport Pkwy",40.7287448,-74.0321082,47254,"Subscriber",1991,1
154,"2020-12-04 19:09:11.2330","2020-12-04 19:11:45.9080",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,32779,"Subscriber",1956,2
377,"2020-12-04 19:10:02.3860","2020-12-04 19:16:19.4200",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3185,"City Hall",40.7177325,-74.043845,39920,"Subscriber",1990,1
1976,"2020-12-04 19:11:49.5250","2020-12-04 19:44:46.2240",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,45550,"Customer",1969,0
2031,"2020-12-04 19:12:34.5690","2020-12-04 19:46:25.9410",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,42496,"Customer",1990,1
622,"2020-12-04 19:21:58.4870","2020-12-04 19:32:20.5010",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42133,"Customer",1969,0
613,"2020-12-04 19:22:13.5340","2020-12-04 19:32:27.3630",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73089709786179,-74.06391263008118,42609,"Customer",1969,0
249,"2020-12-04 19:24:07.7740","2020-12-04 19:28:17.2110",3214,"Essex Light Rail",40.7127742,-74.0364857,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31244,"Subscriber",1958,1
490,"2020-12-04 19:26:01.4990","2020-12-04 19:34:11.9150",3202,"Newport PATH",40.7272235,-74.0337589,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,45281,"Subscriber",1990,1
581,"2020-12-04 19:30:54.9210","2020-12-04 19:40:36.1620",3206,"Hilltop",40.7311689,-74.0575736,3187,"Warren St",40.7211236,-74.03805095,18851,"Customer",1969,0
871,"2020-12-04 19:32:58.2850","2020-12-04 19:47:30.0970",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3210,"Pershing Field",40.742677141,-74.051788633,42411,"Subscriber",1962,1
208,"2020-12-04 19:42:51.1950","2020-12-04 19:46:19.9410",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,31659,"Subscriber",1986,2
419,"2020-12-04 19:48:40.4630","2020-12-04 19:55:40.1540",3213,"Van Vorst Park",40.71848892,-74.047726625,3192,"Liberty Light Rail",40.7112423,-74.0557013,29095,"Customer",1969,0
399,"2020-12-04 19:48:54.8020","2020-12-04 19:55:34.7700",3213,"Van Vorst Park",40.71848892,-74.047726625,3192,"Liberty Light Rail",40.7112423,-74.0557013,47258,"Customer",1969,0
607,"2020-12-04 19:51:31.9830","2020-12-04 20:01:39.5910",3202,"Newport PATH",40.7272235,-74.0337589,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,48932,"Customer",1976,1
887,"2020-12-04 20:02:04.5160","2020-12-04 20:16:51.6350",3210,"Pershing Field",40.742677141,-74.051788633,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,42411,"Subscriber",1962,1
361,"2020-12-04 20:02:50.1950","2020-12-04 20:08:51.4910",3187,"Warren St",40.7211236,-74.03805095,3203,"Hamilton Park",40.727595966,-74.044247311,28579,"Subscriber",1984,1
