date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
2019-11-01,FrostFire,NASR,Inferno,16,14,1,1,7,8,9,6,4836,2337489,219,185,1,1,2
2019-11-01,LaZe,Bren,Train,11,16,2,1,6,9,5,7,4836,2337495,178,86,0,2,2
2019-11-01,Movistar Riders,Spirit,Mirage,14,16,2,1,4,11,10,5,4826,2337538,70,45,1,2,2
2019-11-01,5POWER,ViCi,Overpass,13,16,2,2,7,7,6,9,4984,2337539,65,53,0,2,2
2019-11-01,Natus Vincere,Liquid,Dust2,16,14,1,1,7,8,9,6,4702,2337259,10,4,16,14,1
2019-11-01,ex-Windigo,Illuminar,Nuke,5,16,2,1,5,10,0,6,4945,2337424,40,23,0,2,2
2019-11-01,ex-Windigo,Illuminar,Overpass,7,16,2,1,6,9,1,7,4945,2337424,40,23,0,2,2
2019-11-01,Nemiga,Unique,Dust2,16,8,1,1,11,4,5,4,4940,2337530,39,63,2,1,1
2019-11-01,Nemiga,Unique,Mirage,16,13,1,2,8,6,8,7,4940,2337530,39,63,2,1,1
2019-11-01,Nemiga,Unique,Nuke,14,16,2,1,8,7,6,9,4940,2337530,39,63,2,1,1
2019-11-01,Astralis,FaZe,Inferno,2,16,2,2,0,3,2,13,4702,2337258,2,21,2,16,2
2019-11-01,Cloud9,NiP,Overpass,6,16,2,2,3,4,3,12,4702,2337257,37,12,6,16,2
2019-11-01,Astralis,NiP,Overpass,7,16,2,2,4,4,3,12,4702,2337261,2,12,7,16,2
2019-11-01,Movistar Riders,GamerLegion,Inferno,16,7,1,2,8,0,8,7,4736,2337528,70,35,16,7,1
2019-11-01,Movistar Riders,Spirit,Overpass,17,19,2,1,10,5,5,10,4826,2337538,70,45,1,2,2
2019-11-01,Movistar Riders,Spirit,Inferno,25,23,1,1,8,7,7,8,4826,2337538,70,45,1,2,2
2019-11-01,Natus Vincere,FaZe,Nuke,9,16,2,1,7,8,2,8,4702,2337260,10,21,9,16,2
2019-11-01,Illuminar,Movistar Riders,Overpass,6,16,2,2,1,6,5,10,4826,2337549,23,70,1,2,2
2019-11-01,Illuminar,Movistar Riders,Train,9,16,2,1,8,7,1,9,4826,2337549,23,70,1,2,2
2019-11-01,Illuminar,Movistar Riders,Vertigo,16,12,1,1,9,6,7,6,4826,2337549,23,70,1,2,2
2019-11-01,5POWER,ViCi,Nuke,12,16,2,1,8,7,4,9,4984,2337539,65,53,0,2,2
2019-11-01,CR4ZY,Movistar Riders,Nuke,10,16,2,2,4,7,6,9,4736,2337529,16,70,10,16,2
2019-11-01,Cloud9,Liquid,Inferno,4,16,2,2,2,3,2,13,4702,2337262,37,4,4,16,2
2019-11-01,Illuminar,Sprout,Nuke,1,16,2,2,0,2,1,14,4826,2337453,23,25,0,2,2
2019-11-01,Invictus,EHOME,Train,9,16,2,2,4,6,5,10,4984,2337541,46,92,0,2,2
2019-11-01,Illuminar,Sprout,Overpass,10,16,2,2,8,3,2,13,4826,2337453,23,25,0,2,2
2019-11-01,LaZe,Grayhound,Nuke,2,16,2,1,2,13,0,3,4836,2337500,178,18,1,1,2
2019-11-01,LaZe,Grayhound,Mirage,16,14,1,2,7,8,9,6,4836,2337500,178,18,1,1,2
2019-11-01,Bren,FrostFire,Train,13,16,2,2,3,11,10,5,4836,2337499,86,219,1,1,2
2019-11-01,Impunity,Darkhorse,Inferno,5,16,2,2,3,3,2,13,4956,2337482,201,200,5,16,2
2019-11-01,BOOM,Absolute,Mirage,9,16,2,1,5,10,4,6,4836,2337496,160,101,0,2,2
2019-11-01,BOOM,Absolute,Inferno,17,19,2,2,8,7,7,8,4836,2337496,160,101,0,2,2
2019-11-01,Bren,FrostFire,Nuke,16,1,1,1,14,1,2,0,4836,2337499,86,219,1,1,2
2019-11-01,ahq,NASR,Dust2,16,19,2,2,7,8,8,7,4836,2337501,226,185,0,2,2
2019-11-01,ikarus,Alpha Red,Overpass,7,16,2,1,4,11,3,5,4836,2337498,139,78,0,2,2
2019-11-01,ikarus,Alpha Red,Inferno,7,16,2,2,1,7,6,9,4836,2337498,139,78,0,2,2
2019-11-01,Syntax,Let's Quit,Inferno,16,14,1,1,6,9,10,5,4836,2337497,244,208,1,1,2
2019-11-01,Syntax,Let's Quit,Overpass,11,16,2,2,6,6,5,10,4836,2337497,244,208,1,1,2
2019-11-01,Invictus,EHOME,Nuke,14,16,2,1,9,6,5,10,4984,2337541,46,92,0,2,2
2019-11-01,ahq,NASR,Nuke,9,16,2,1,6,9,3,7,4836,2337501,226,185,0,2,2
2019-10-31,BOOT,GTV.Revolution,Dust2,16,3,1,1,12,3,4,0,4956,2337467,75,155,16,3,1
2019-10-31,Lucid Dream,Fallen5,Mirage,16,3,1,2,4,0,12,3,4956,2337464,66,122,16,3,1
2019-10-31,BOOT,BTRG,Nuke,16,13,1,2,6,8,10,5,4956,2337463,75,114,16,13,1
2019-10-31,GTV.Revolution,Goodfellas,Mirage,12,16,2,2,6,7,6,9,4956,2337465,155,165,12,16,2
2019-10-31,Jade,MC,Inferno,16,19,2,2,9,6,6,9,4738,2337418,172,167,16,19,2
2019-10-31,Lucid Dream,Impunity,Mirage,16,14,1,1,9,6,7,8,4956,2337468,66,201,16,14,1
2019-10-31,Fallen5,Impunity,Dust2,9,16,2,2,3,7,6,9,4956,2337472,122,201,9,16,2
2019-10-31,BTRG,GTV.Revolution,Train,16,12,1,1,9,6,7,6,4956,2337471,114,155,16,12,1
2019-10-31,Genuine,Ground Zero,Overpass,13,16,2,1,8,7,5,9,4738,2337446,94,113,13,16,2
2019-10-31,Ascent,Ben's Anime Team,Inferno,6,16,2,2,2,5,4,11,4737,2337338,107,58,6,16,2
2019-10-31,Just Swing,Riot Squad,Dust2,1,16,2,1,1,14,0,2,4737,2337522,228,56,1,16,2
2019-10-31,MAC-51,Just Swing,Dust2,16,8,1,1,11,4,5,4,4737,2337523,125,228,16,8,1
2019-10-31,RED Canids,Keyd,Vertigo,16,11,1,1,5,10,11,1,4780,2335779,213,182,2,0,1
2019-10-31,RED Canids,Keyd,Train,16,13,1,2,7,7,9,6,4780,2335779,213,182,2,0,1
2019-10-31,Rap Gang,The Quest,Overpass,9,16,2,2,1,9,8,7,4737,2337191,97,64,9,16,2
2019-10-31,Mythic,LiViD,Inferno,16,8,1,2,6,3,10,5,4737,2337337,91,130,16,8,1
2019-10-31,TeamOne,Big Frames,Inferno,16,3,1,1,12,3,4,0,4737,2337404,61,144,16,3,1
2019-10-31,MAC-51,Bushido Boyz,Overpass,16,2,1,1,13,2,3,0,4737,2337336,125,104,16,2,1
2019-10-31,Divine,Ascent,Nuke,16,9,1,1,9,6,7,3,4737,2337190,73,107,16,9,1
2019-10-31,Mythic,INTZ,Train,3,16,2,2,0,4,3,12,4737,2337521,91,43,3,16,2
2019-10-31,Genuine,SYF,Nuke,16,19,2,2,9,6,6,9,4738,2337448,94,156,16,19,2
2019-10-31,PC419,Genuine,Inferno,10,16,2,1,6,9,4,7,4738,2337447,148,94,10,16,2
2019-10-31,Riot Squad,Divine,Inferno,16,9,1,1,11,4,5,5,4737,2337183,56,73,16,9,1
2019-10-31,SMASH,mousesports,Vertigo,10,16,2,1,5,10,5,6,4980,2337483,36,9,0,2,2
2019-10-31,forZe,pro100,Train,16,11,1,2,11,1,5,10,4736,2337517,15,52,16,11,1
2019-10-31,SMASH,mousesports,Dust2,12,16,2,2,4,9,8,7,4980,2337483,36,9,0,2,2
2019-10-31,eUnited,MIBR,Overpass,16,11,1,2,7,5,9,6,4921,2337442,38,14,1,2,2
2019-10-31,eUnited,MIBR,Inferno,6,16,2,2,2,5,4,11,4921,2337442,38,14,1,2,2
2019-10-31,Spirit,Heretics,Nuke,19,22,2,2,12,3,3,12,4826,2337533,45,76,2,1,1
2019-10-31,Spirit,Heretics,Mirage,16,7,1,2,4,4,12,3,4826,2337533,45,76,2,1,1
2019-10-31,Spirit,Heretics,Dust2,16,10,1,1,9,6,7,4,4826,2337533,45,76,2,1,1
2019-10-31,mousesports,Heroic,Vertigo,13,16,2,1,7,8,6,8,4980,2337532,9,17,0,2,2
2019-10-31,mousesports,Heroic,Mirage,14,16,2,1,9,6,5,10,4980,2337532,9,17,0,2,2
2019-10-31,Virtus.pro,fnatic,Overpass,8,16,2,2,2,7,6,9,4925,2337441,22,3,0,2,2
2019-10-31,Virtus.pro,fnatic,Mirage,7,16,2,1,7,8,0,8,4925,2337441,22,3,0,2,2
2019-10-31,eUnited,MIBR,Train,11,16,2,1,9,6,2,10,4921,2337442,38,14,1,2,2
2019-10-31,Tricked,PACT,Vertigo,16,9,1,1,9,6,7,3,4736,2337516,19,59,16,9,1
2019-10-31,Copenhagen Flames,Tricked,Nuke,8,16,2,1,7,8,1,8,4990,2337328,48,19,0,2,2
2019-10-31,Heretics,Movistar Riders,Inferno,16,13,1,1,9,6,7,7,4736,2337514,76,70,16,13,1
2019-10-31,Heretics,Virtus.pro,Nuke,17,19,2,1,8,7,7,8,4826,2337520,76,22,1,2,2
2019-10-31,Heretics,Virtus.pro,Mirage,15,19,2,1,9,6,6,9,4826,2337520,76,22,1,2,2
2019-10-31,Heretics,Virtus.pro,Inferno,16,13,1,2,9,5,7,8,4826,2337520,76,22,1,2,2
2019-10-31,Copenhagen Flames,Tricked,Overpass,10,16,2,2,7,4,3,12,4990,2337328,48,19,0,2,2
2019-10-31,North,Heroic,Nuke,10,16,2,1,9,6,1,10,4980,2337519,20,17,0,2,2
2019-10-31,North,Heroic,Inferno,4,16,2,2,0,5,4,11,4980,2337519,20,17,0,2,2
2019-10-31,pro100,PACT,Train,16,9,1,2,5,5,11,4,4736,2337515,52,59,16,9,1
2019-10-30,ZOOWEEMAMA,Jade,Overpass,8,16,2,2,3,6,5,10,4738,2337423,202,172,8,16,2
2019-10-30,Spirit,Heretics,Nuke,16,11,1,1,9,6,7,5,4826,2336634,45,76,1,2,2
2019-10-30,Spirit,Heretics,Inferno,8,16,2,2,3,6,5,10,4826,2336634,45,76,1,2,2
2019-10-30,mousesports,CR4ZY,Nuke,16,0,1,1,15,0,1,0,4980,2337438,9,16,2,0,1
2019-10-30,mousesports,CR4ZY,Inferno,16,10,1,1,8,7,8,3,4980,2337438,9,16,2,0,1
2019-10-30,ZOOWEEMAMA,MC,Dust2,12,16,2,2,7,6,5,10,4738,2337444,202,167,12,16,2
2019-10-30,Virtus.pro,SMASH,Overpass,11,16,2,1,7,8,4,8,4980,2337437,22,36,0,2,2
2019-10-30,Virtus.pro,SMASH,Inferno,17,19,2,2,6,9,9,6,4980,2337437,22,36,0,2,2
2019-10-30,MC,Buckets,Vertigo,16,4,1,2,5,0,11,4,4738,2337443,167,285,16,4,1
2019-10-30,Rap Gang,Just Swing,Mirage,17,19,2,1,8,7,7,8,4737,2337335,97,228,17,19,2
2019-10-30,Chiefs,Buckets,Mirage,16,9,1,1,9,6,7,3,4738,2337420,57,285,16,9,1
2019-10-30,SYF,ORDER,Nuke,2,16,2,2,0,3,2,13,4738,2337419,156,68,2,16,2
2019-10-30,Bushido Boyz,Monstars,Overpass,10,16,2,1,7,8,3,8,4737,2337334,104,103,10,16,2
2019-10-30,LiViD,Ben's Anime Team,Mirage,16,19,2,2,4,11,11,4,4737,2337189,130,58,16,19,2
2019-10-30,Riot Squad,Peeker's Advantage,Inferno,16,7,1,2,6,2,10,5,4737,2337402,56,194,16,7,1
2019-10-30,TeamOne,INTZ,Overpass,8,16,2,1,8,7,0,9,4737,2337333,61,43,8,16,2
2019-10-30,Riot Squad,Big Frames,Train,16,2,1,1,13,2,3,0,4737,2337187,56,144,16,2,1
2019-10-30,Ascent,INTZ,Mirage,10,16,2,2,5,6,5,10,4737,2337079,107,43,10,16,2
2019-10-30,North,Tricked,Train,16,9,1,1,8,7,8,2,4980,2337439,20,19,2,0,1
2019-10-30,Spirit,Heretics,Dust2,8,16,2,2,3,6,5,10,4826,2336634,45,76,1,2,2
2019-10-30,AGO,forZe,Dust2,5,16,2,2,2,4,3,12,4736,2337435,54,15,5,16,2
2019-10-30,North,Tricked,Inferno,16,14,1,1,6,9,10,5,4980,2337439,20,19,2,0,1
2019-10-30,Winstrike,Windigo,Dust2,10,16,2,1,5,10,5,6,4492,2337316,69,40,1,2,2
2019-10-30,MIBR,ATK,Mirage,22,19,1,1,8,7,7,8,4921,2337412,14,31,2,0,1
2019-10-30,Movistar Riders,Illuminar,Nuke,4,16,2,1,4,11,0,5,4736,2337022,70,23,4,16,2
2019-10-30,DETONA,Isurus,Nuke,14,16,2,1,9,6,5,10,4780,2335775,55,81,0,2,2
2019-10-30,DETONA,Isurus,Inferno,12,16,2,2,5,8,7,8,4780,2335775,55,81,0,2,2
2019-10-30,Spirit,HAVU,Nuke,9,16,2,1,7,8,2,8,4826,2337518,45,30,2,1,1
2019-10-30,Spirit,HAVU,Inferno,16,8,1,2,8,1,8,7,4826,2337518,45,30,2,1,1
2019-10-30,Spirit,HAVU,Dust2,16,4,1,2,3,2,13,2,4826,2337518,45,30,2,1,1
2019-10-30,Winstrike,Windigo,Vertigo,16,14,1,2,4,11,12,3,4492,2337316,69,40,1,2,2
2019-10-30,Winstrike,Windigo,Overpass,10,16,2,1,9,6,1,10,4492,2337316,69,40,1,2,2
2019-10-30,MIBR,ATK,Inferno,16,8,1,1,8,7,8,1,4921,2337412,14,31,2,0,1
2019-10-30,Heroic,GamerLegion,Overpass,22,19,1,2,10,5,5,10,4980,2337440,17,35,2,0,1
2019-10-30,Virtus.pro,HAVU,Inferno,19,17,1,2,7,8,8,7,4826,2337201,22,30,2,1,1
2019-10-30,Heroic,GamerLegion,Vertigo,16,6,1,1,9,6,7,0,4980,2337440,17,35,2,0,1
2019-10-30,Virtus.pro,HAVU,Nuke,16,11,1,1,12,3,4,8,4826,2337201,22,30,2,1,1
2019-10-30,Virtus.pro,HAVU,Train,13,16,2,1,9,6,4,10,4826,2337201,22,30,2,1,1
2019-10-30,GamerLegion,Phoenix,Inferno,10,16,2,1,8,7,2,9,4736,2337434,35,89,10,16,2
2019-10-30,Nemiga,AGO,Inferno,16,19,2,1,10,5,5,10,4736,2337433,39,54,16,19,2
2019-10-30,fnatic,Tricked,Inferno,16,11,1,1,6,9,10,2,4925,2337403,3,19,2,0,1
2019-10-30,fnatic,Tricked,Nuke,16,13,1,1,11,4,5,9,4925,2337403,3,19,2,0,1
2019-10-29,MIBR,The Quest,Mirage,16,11,1,1,9,6,7,5,4921,2337345,14,64,2,1,1
2019-10-29,Gambit Youngsters,Syman,Dust2,16,8,1,1,9,6,7,2,4826,2337394,32,41,2,0,1
2019-10-29,Nemiga,AVANGAR,Dust2,0,16,2,1,0,15,0,1,4736,2337352,39,6,0,16,2
2019-10-29,Bizarre,PC419,Mirage,7,16,2,2,3,5,4,11,4738,2337348,230,148,7,16,2
2019-10-29,ORDER,ZOOWEEMAMA,Dust2,16,8,1,1,12,3,4,5,4738,2337347,68,202,16,8,1
2019-10-29,ATK,Riot Squad,Overpass,16,12,1,2,7,6,9,6,4921,2337344,31,56,2,0,1
2019-10-29,ATK,Riot Squad,Nuke,16,13,1,2,9,5,7,8,4921,2337344,31,56,2,0,1
2019-10-29,MIBR,The Quest,Vertigo,11,16,2,2,5,7,6,9,4921,2337345,14,64,2,1,1
2019-10-29,TeamOne,ex-Singularity,Inferno,14,16,2,1,8,7,6,9,4921,2337329,61,58,1,2,2
2019-10-29,MIBR,The Quest,Overpass,16,8,1,2,6,3,10,5,4921,2337345,14,64,2,1,1
2019-10-29,Ben's Anime Team,TeamOne,Nuke,12,16,2,1,5,10,7,6,4737,2337186,58,61,12,16,2
2019-10-29,TeamOne,ex-Singularity,Mirage,16,11,1,2,11,1,5,10,4921,2337329,61,58,1,2,2
2019-10-29,TeamOne,ex-Singularity,Nuke,13,16,2,2,5,9,8,7,4921,2337329,61,58,1,2,2
2019-10-29,paiN,Keyd,Overpass,17,19,2,2,8,7,7,8,4780,2335774,80,182,0,2,2
2019-10-29,paiN,Keyd,Vertigo,11,16,2,1,7,8,4,8,4780,2335774,80,182,0,2,2
2019-10-29,Just Swing,Monstars,Overpass,9,16,2,1,4,11,5,5,4737,2337339,228,103,9,16,2
2019-10-29,Gambit Youngsters,Syman,Inferno,16,7,1,1,9,6,7,1,4826,2337394,32,41,2,0,1
2019-10-29,Spirit,HAVU,Dust2,16,11,1,2,5,7,11,4,4736,2337353,45,30,16,11,1
2019-10-29,Phoenix,Virtus.pro,Train,16,11,1,2,10,2,6,9,4736,2337064,89,22,16,11,1
2019-10-29,Virtus.pro,FaZe,Train,16,10,1,1,12,3,4,7,4925,2337395,22,21,2,1,1
2019-10-29,eUnited,ex-Singularity,Train,16,7,1,2,3,5,13,2,4921,2337411,38,58,2,0,1
2019-10-29,eUnited,ex-Singularity,Vertigo,16,9,1,2,7,3,9,6,4921,2337411,38,58,2,0,1
2019-10-29,Gambit Youngsters,Sprout,Dust2,9,16,2,2,4,6,5,10,4826,2337436,32,25,1,2,2
2019-10-29,Gambit Youngsters,Sprout,Mirage,16,14,1,2,8,7,8,7,4826,2337436,32,25,1,2,2
2019-10-29,Gambit Youngsters,Sprout,Overpass,7,16,2,1,7,8,0,8,4826,2337436,32,25,1,2,2
2019-10-29,Virtus.pro,FaZe,Inferno,16,14,1,2,7,8,9,6,4925,2337395,22,21,2,1,1
2019-10-29,Virtus.pro,FaZe,Mirage,3,16,2,1,3,12,0,4,4925,2337395,22,21,2,1,1
2019-10-29,Heretics,CR4ZY,Nuke,16,12,1,2,10,3,6,9,4736,2336864,76,16,16,12,1
2019-10-29,pro100,CR4ZY,Train,2,16,2,1,2,13,0,3,4736,2337356,52,16,2,16,2
2019-10-29,Sprout,Syman,Dust2,16,10,1,2,5,6,11,4,4826,2337410,25,41,2,0,1
2019-10-29,Movistar Riders,Spirit,Inferno,16,12,1,1,7,8,9,4,4736,2337354,70,45,16,12,1
2019-10-29,GamerLegion,eSuba,Mirage,16,9,1,2,7,3,9,6,4994,2337401,35,100,2,1,1
2019-10-29,GamerLegion,eSuba,Inferno,12,16,2,2,3,10,9,6,4994,2337401,35,100,2,1,1
2019-10-29,GamerLegion,eSuba,Dust2,16,6,1,2,5,2,11,4,4994,2337401,35,100,2,1,1
2019-10-29,Sprout,Syman,Mirage,16,7,1,2,4,4,12,3,4826,2337410,25,41,2,0,1
2019-10-28,Gambit Youngsters,Sprout,Dust2,6,16,2,1,3,12,3,4,4826,2336568,34,23,2,1,1
2019-10-28,Illuminar,Na`Vi Junior,Vertigo,16,5,1,2,6,0,10,5,4940,2337325,23,123,2,0,1
2019-10-28,Salamander,FATE,Inferno,5,16,2,2,2,4,3,12,4983,2337278,149,95,0,2,2
2019-10-28,Salamander,FATE,Overpass,5,16,2,2,1,5,4,11,4983,2337278,149,95,0,2,2
2019-10-28,FaZe,Heroic,Inferno,16,11,1,2,6,6,10,5,4925,2337318,21,18,2,0,1
2019-10-28,FaZe,Heroic,Nuke,16,11,1,2,7,5,9,6,4925,2337318,21,18,2,0,1
2019-10-28,mousesports,Virtus.pro,Overpass,13,16,2,2,10,4,3,12,4925,2337317,7,22,0,2,2
2019-10-28,mousesports,Virtus.pro,Mirage,6,16,2,2,1,6,5,10,4925,2337317,7,22,0,2,2
2019-10-28,Hard Legion,Phoenix,Overpass,10,16,2,2,3,8,7,8,4940,2337324,25,44,0,2,2
2019-10-28,Gambit Youngsters,Sprout,Inferno,16,11,1,1,8,7,8,4,4826,2336568,34,23,2,1,1
2019-10-28,Gambit Youngsters,Sprout,Overpass,16,4,1,1,11,4,5,0,4826,2336568,34,23,2,1,1
2019-10-28,Espada,SKADE,Train,16,8,1,1,11,4,5,4,4492,2337282,83,61,2,0,1
2019-10-28,Espada,SKADE,Dust2,16,14,1,2,9,6,7,8,4492,2337282,83,61,2,0,1
2019-10-28,pro100,Copenhagen Flames,Inferno,12,16,2,1,6,9,6,7,4940,2337323,45,81,0,2,2
2019-10-28,pro100,Copenhagen Flames,Mirage,5,16,2,2,0,6,5,10,4940,2337323,45,81,0,2,2
2019-10-28,BIG,fnatic,Train,11,16,2,1,5,10,6,6,4925,2337320,24,3,0,2,2
2019-10-28,Illuminar,Na`Vi Junior,Mirage,16,12,1,1,10,5,6,7,4940,2337325,23,123,2,0,1
2019-10-28,Hard Legion,Phoenix,Mirage,6,16,2,1,6,9,0,7,4940,2337324,25,44,0,2,2
2019-10-28,BIG,fnatic,Inferno,11,16,2,2,4,8,7,8,4925,2337320,24,3,0,2,2
2019-10-28,Tricked,North,Inferno,10,16,2,1,5,10,5,6,4925,2337319,19,20,2,1,1
2019-10-28,Windigo,eSuba,Mirage,12,16,2,2,4,9,8,7,4994,2337398,40,100,12,16,2
2019-10-28,Sprout,forZe,Inferno,16,13,1,1,9,6,7,7,4826,2337393,25,15,2,1,1
2019-10-28,Sprout,forZe,Train,16,12,1,1,9,6,7,6,4826,2337393,25,15,2,1,1
2019-10-28,INTZ,eUnited,Vertigo,13,16,2,2,7,7,6,9,4921,2337343,43,38,0,2,2
2019-10-28,RED Canids,W7M,Nuke,16,9,1,2,4,6,12,3,4780,2335776,213,142,2,0,1
2019-10-28,RED Canids,W7M,Overpass,16,8,1,1,8,7,8,1,4780,2335776,213,142,2,0,1
2019-10-28,Sprout,forZe,Overpass,22,25,2,2,10,5,5,10,4826,2337393,25,15,2,1,1
2019-10-28,INTZ,eUnited,Train,12,16,2,2,6,7,6,9,4921,2337343,43,38,0,2,2
2019-10-28,Tricked,North,Nuke,16,12,1,2,10,3,6,9,4925,2337319,19,20,2,1,1
2019-10-28,HAVU,Phoenix,Train,16,14,1,1,12,3,4,11,4771,2336934,30,89,2,1,1
2019-10-28,HAVU,Phoenix,Inferno,6,16,2,1,6,9,0,7,4771,2336934,30,89,2,1,1
2019-10-28,HAVU,Phoenix,Dust2,16,9,1,2,7,3,9,6,4771,2336934,30,89,2,1,1
2019-10-28,forZe,Syman,Mirage,16,19,2,2,6,9,9,6,4826,2336569,15,39,1,2,2
2019-10-28,forZe,Syman,Dust2,11,16,2,2,2,10,9,6,4826,2336569,15,39,1,2,2
2019-10-28,forZe,Syman,Inferno,16,13,1,1,9,6,7,7,4826,2336569,15,39,1,2,2
2019-10-28,Tricked,North,Train,16,6,1,1,10,5,6,1,4925,2337319,19,20,2,1,1
2019-10-27,Tricked,Ambush,Inferno,16,7,1,2,7,1,9,6,4990,2337311,19,168,2,0,1
2019-10-27,North,Heretics,Inferno,16,7,1,1,11,4,5,3,4990,2337314,20,82,2,0,1
2019-10-27,North,Heretics,Overpass,22,19,1,2,8,7,7,8,4990,2337314,20,82,2,0,1
2019-10-27,Virtus.pro,Copenhagen Flames,Inferno,8,16,2,1,6,9,2,7,4990,2337313,22,81,0,2,2
2019-10-27,Virtus.pro,Copenhagen Flames,Train,13,16,2,2,8,6,5,10,4990,2337313,22,81,0,2,2
2019-10-27,Syman,Winstrike,Inferno,16,11,1,2,6,6,10,5,4965,2337288,39,64,2,0,1
2019-10-27,Tricked,Ambush,Train,16,6,1,1,10,5,6,1,4990,2337311,19,168,2,0,1
2019-10-27,Syman,Winstrike,Dust2,16,11,1,1,7,8,9,3,4965,2337288,39,64,2,0,1
2019-10-27,DETONA,Infinity,Overpass,16,14,1,1,10,5,6,9,4783,2337205,52,66,2,0,1
2019-10-27,DETONA,Infinity,Dust2,16,12,1,1,9,6,7,6,4783,2337205,52,66,2,0,1
2019-10-27,Sprout,Nordavind,Dust2,20,22,2,2,7,8,8,7,4990,2337312,23,76,2,1,1
2019-10-27,Sprout,Nordavind,Overpass,16,3,1,1,12,3,4,0,4990,2337312,23,76,2,1,1
2019-10-27,fnatic,FURIA,Mirage,19,15,1,2,7,8,8,7,4932,2337137,4,12,2,1,1
2019-10-27,Sprout,Nordavind,Inferno,16,9,1,1,7,8,9,1,4990,2337312,23,76,2,1,1
2019-10-27,Tricked,Sprout,Dust2,16,11,1,1,4,11,12,0,4990,2337321,19,23,2,1,1
2019-10-27,fnatic,FURIA,Nuke,16,14,1,1,6,9,10,5,4932,2337137,4,12,2,1,1
2019-10-27,paiN,DETONA,Overpass,16,11,1,2,6,6,10,5,4783,2337315,90,52,2,0,1
2019-10-27,paiN,DETONA,Dust2,16,12,1,1,8,7,8,5,4783,2337315,90,52,2,0,1
2019-10-27,Evil Geniuses,fnatic,Mirage,16,9,1,1,6,9,10,0,4932,2337138,3,4,2,0,1
2019-10-27,Evil Geniuses,fnatic,Dust2,16,12,1,1,5,10,11,2,4932,2337138,3,4,2,0,1
2019-10-27,Tricked,Sprout,Train,16,19,2,2,3,12,12,3,4990,2337321,19,23,2,1,1
2019-10-27,Tricked,Sprout,Nuke,16,2,1,1,13,2,3,0,4990,2337321,19,23,2,1,1
2019-10-27,Copenhagen Flames,North,Overpass,16,6,1,2,6,1,10,5,4990,2337322,81,20,2,0,1
2019-10-27,Copenhagen Flames,North,Mirage,16,12,1,1,7,8,9,4,4990,2337322,81,20,2,0,1
2019-10-27,fnatic,FURIA,Inferno,11,16,2,2,2,10,9,6,4932,2337137,4,12,2,1,1
2019-10-26,FURIA,G2,Vertigo,16,14,1,1,7,8,9,6,4932,2337134,12,13,2,0,1
2019-10-26,fnatic,Evil Geniuses,Dust2,10,16,2,2,1,10,9,6,4932,2337131,4,3,1,2,2
2019-10-26,fnatic,Evil Geniuses,Inferno,13,16,2,2,5,9,8,7,4932,2337131,4,3,1,2,2
2019-10-26,MIBR,Renegades,Inferno,6,16,2,1,3,12,3,4,4932,2337135,14,8,1,2,2
2019-10-26,MIBR,Renegades,Train,16,5,1,1,12,3,4,2,4932,2337135,14,8,1,2,2
2019-10-26,MIBR,Renegades,Mirage,5,16,2,2,1,5,4,11,4932,2337135,14,8,1,2,2
2019-10-26,Chiefs,ORDER,Nuke,16,5,1,2,4,2,12,3,4982,2337253,62,63,2,0,1
2019-10-26,FURIA,G2,Mirage,16,14,1,1,9,6,7,8,4932,2337134,12,13,2,0,1
2019-10-26,Grayhound,Chiefs,Nuke,16,12,1,1,10,5,6,7,4982,2337254,17,62,2,0,1
2019-10-26,Grayhound,Chiefs,Dust2,19,16,1,2,4,11,11,4,4982,2337254,17,62,2,0,1
2019-10-26,Bushido Boyz,TeamOne,Inferno,13,16,2,2,5,9,8,7,4737,2337184,99,65,13,16,2
2019-10-26,Chiefs,ORDER,Inferno,16,11,1,1,12,3,4,8,4982,2337253,62,63,2,0,1
2019-10-26,FURIA,Renegades,Mirage,16,11,1,1,8,7,8,4,4932,2337136,12,8,2,0,1
2019-10-26,fnatic,Evil Geniuses,Mirage,16,2,1,1,13,2,3,0,4932,2337131,4,3,1,2,2
2019-10-26,paiN,Malvinas,Overpass,16,1,1,2,2,0,14,1,4783,2337204,90,145,2,0,1
2019-10-26,FURIA,Renegades,Nuke,16,9,1,1,10,5,6,4,4932,2337136,12,8,2,0,1
2019-10-26,9z,Falkol,Overpass,19,17,1,1,8,7,7,8,4629,2337289,201,273,2,0,1
2019-10-26,paiN,Malvinas,Nuke,16,10,1,1,10,5,6,5,4783,2337204,90,145,2,0,1
2019-10-26,maquinas,Nordavind,Inferno,14,16,2,1,7,8,7,8,4989,2337308,117,76,14,16,2
2019-10-26,Ambush,PACT,Inferno,16,9,1,1,10,5,6,4,4989,2337310,168,59,16,9,1
2019-10-26,AGO,Heretics,Inferno,10,16,2,2,3,8,7,8,4989,2337309,55,82,10,16,2
2019-10-26,Apeks,hREDS,Mirage,16,14,1,2,10,5,6,9,4989,2337292,138,119,16,14,1
2019-10-26,Copenhagen Flames,Apeks,Nuke,16,8,1,1,7,8,9,0,4989,2337307,81,138,16,8,1
